f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,label
1.738827863,-3.967189506,-7.960928936,9.020440382,2.338225634,1.076741877,8.782490239,-4.266663869,0.479348251,0.808145364,5.023093593,-8.546600768,-0.894803134,5.918377195,4.219975131,-7.032530615,4.815883318,-0.895453886,-3.254550919,-1.720612873,4.168845673,4.101860575,1.552273903,-8.153800809,3.250556946,5.901108785,-10.53472389,2.792173611,4.295366424,6.98486478,-3.548935889,4.338621415,-3.189199783,-4.650617497,1.031219902,7.066479874,1.855737395,1.82243112,5.277091319,5.667206824,-6.833121583,3.833850239,0.878822789,6.919556146,3.584666842,6.592120705,3.302420605,1.696902233,4.697766765,2.274575898,19
-14.69826189,3.862471347,-9.093525485,-6.79038505,6.355421522,2.763211575,1.700552134,-5.552615869,10.67420716,-10.81342514,-8.547777898,-3.693851687,-3.254830307,-2.973874483,-3.51461444,10.15145637,6.796865511,-0.749709131,-9.350164875,-7.268860862,2.363917843,2.211547348,5.769121501,1.263025474,1.842469296,9.963352305,-6.197969482,1.538976616,-1.199398121,-7.593056627,0.314201269,-1.716478404,3.035525761,2.179108435,2.030179936,3.364214607,-8.082064971,7.812647259,-5.777158463,-7.367503626,-4.104285133,-7.624677747,-2.606940982,-10.04361868,1.116779609,-6.709934102,5.044816741,9.614281313,3.778979453,9.533806887,12
4.73144848,8.494375634,5.729858681,-1.831408115,0.376556301,-9.108070915,-11.11562023,7.992570577,-1.173103592,2.921489196,11.84671377,-7.38656866,5.202782072,-3.141649751,-9.336645235,1.729548986,-1.354430483,-3.540629983,3.801453442,-9.221686636,0.373841422,-6.05037632,-5.909180882,-7.189783708,2.287373112,1.727767568,2.091420324,-9.473204912,-8.921857859,8.384185601,11.77422843,-3.19059925,0.072530522,-7.396814139,0.747809161,-3.110903179,1.239031538,2.865899086,7.734213737,10.16602638,-7.108250301,-0.751345607,-5.117567414,6.755783938,5.051290145,11.69663304,0.475604081,-5.258721509,7.378439577,-6.449045827,5
3.59666264,-0.876863936,-6.732778685,7.99054425,-7.887397987,-6.713493264,-0.276826165,-10.05634296,4.672184561,7.914594735,-2.270551196,-2.325118959,8.015043681,-9.83151273,6.479503701,-7.687306466,3.519670214,10.4004325,-4.682833302,-6.497265485,8.772392812,-0.331281139,-10.13234093,6.084554173,5.426258834,-12.60566088,-0.350552774,3.772656724,9.352624098,-5.715595427,-3.288779178,8.583530779,1.328329941,2.60931514,6.237298901,-4.502075137,-5.977598117,-0.464580181,6.218017102,7.869761587,-0.322848041,4.101675065,-3.153612995,-2.033905994,3.951591381,6.214095763,4.688643234,-3.317122571,-0.121851338,13.47367696,1
2.802488861,6.657141163,3.42811519,5.380944546,-0.457910079,-5.054356449,8.28842336,-10.00465101,-5.545324806,-5.340620904,-0.607152279,-3.770833338,7.753502176,-4.798417712,-5.710702621,-12.00173815,-5.49311042,2.949469065,-5.865467344,9.728630542,-9.160667036,-1.515757914,6.313955859,1.677365791,-16.18317951,-7.387836937,0.671382294,-1.003929977,-4.905603018,9.501024756,9.290368876,-4.93614303,5.148685893,-10.62035396,-4.116758113,-4.322091152,-8.59468986,-1.450949525,4.855834764,3.892562169,0.309293196,3.799647318,7.884135397,1.512101096,1.427828093,-4.829813215,-6.183541576,-0.330990386,-4.845138786,0.64024326,13
-0.401910449,-7.733604364,-8.614210792,8.974965822,-0.788393199,2.55242448,8.242890368,-6.479342489,2.560011646,3.831855519,0.756025485,-8.333933685,-3.84812799,7.568831478,0.009365137,2.81749027,0.892217078,-2.432282036,-12.44557549,1.335180732,7.660409949,-1.195210072,0.032506423,-13.59735511,-0.876825082,6.496559177,-11.31517192,1.928322618,8.175794167,10.62599425,-7.353553539,6.247913943,-4.138481533,-4.74884743,-0.96151775,9.806744258,-0.050732817,9.08381379,7.148899887,8.284223832,-7.861508443,-0.337345879,-0.562324465,3.892849459,-3.504158049,6.530948699,2.643986532,2.243475113,11.94495997,1.221123351,19
8.605921034,-2.32782335,-7.440211478,10.18199073,-5.747524062,-5.439447583,-1.257245115,-6.572772838,6.448316714,10.26633238,-5.60000413,-5.132992258,5.631622879,-8.978195024,6.769588267,-4.17166648,5.016880581,8.971575848,0.809738182,-1.855319737,3.102920215,2.739137157,-11.42065089,10.57898412,7.755732654,-1.549207722,2.377355899,3.665359098,10.8159625,-4.873788339,-1.119236243,11.70331639,0.710656932,0.942978259,6.221611303,0.274850007,-4.981824468,0.674025274,8.316261194,5.244652877,3.790455694,6.504685541,-5.022556994,1.864074154,5.04922881,14.83825841,2.574618747,-2.447257732,2.577476107,8.534485016,1
8.349472182,-0.207552866,-5.736403124,10.56193085,-2.941684834,-8.733309042,-1.934265025,-3.765094634,1.324824911,9.814234962,-3.255091939,-8.578682571,6.92107468,-10.45379966,5.982841155,-5.99569633,4.166546372,11.40122686,3.956073719,-5.451428435,7.283036608,3.179041103,-12.24740134,3.395167309,6.339784409,-6.79240767,0.975865116,7.096772272,7.971159761,-5.166728583,-3.926822424,8.155526133,-4.717257172,-1.856814643,5.800635414,-8.74458498,-11.00757252,0.883847631,8.975446053,5.789494138,3.152106539,1.743151149,-4.297507058,-2.303686026,7.419504241,9.319363688,3.144878738,-3.308660117,0.846629158,8.001524265,1
7.36004633,-6.195785237,-2.908240296,5.817988776,10.00198409,1.930354332,-8.134938608,4.944401597,3.080072032,5.901374258,-3.269896835,-9.586082214,-5.02612975,12.48883559,3.006724837,-1.667205783,-6.821768628,-3.962744043,-10.58495493,5.658484199,-0.480858285,-0.866775099,-2.684346293,5.560846539,-10.30576997,-3.494288802,6.003649157,-7.455461242,-8.344794022,11.30912179,8.009900594,5.504908132,5.582634999,1.456304872,-7.06152824,-3.638596762,4.427724561,-9.278252194,7.049327653,1.438909949,2.333910135,1.281179408,7.255144715,4.4263087,7.816641398,0.093336268,-0.950293473,0.149827495,0.232757719,-5.025866485,11
3.106973603,6.752180773,7.690350538,4.097370579,-11.11616506,3.370265687,6.408651794,-4.053147937,1.182408669,-6.692354316,0.405379801,-2.351596395,4.41279036,-9.729434741,-0.053502321,0.76103556,-3.981633193,-1.475868531,-10.87918246,-0.284164902,-14.02952302,6.894616011,0.081087841,1.352823121,7.275132274,4.863410217,-7.139986427,3.873852911,-10.49451384,4.762320608,11.82032316,-0.630732417,-0.310006549,4.612283672,6.605935119,-2.172609563,-9.997719631,8.777051375,4.610599626,-6.63705477,8.172792854,3.304286047,6.463088553,-0.922498892,-3.539607495,2.903580902,11.19008115,-5.395826743,-5.785108787,3.260556119,6
6.103288637,-3.248796658,10.24192781,-9.087186363,-14.75383799,1.115298833,-15.19776468,-4.068114048,7.704477644,1.571692862,-3.692298183,4.319751508,-5.546004606,0.339634779,-2.591191629,15.33960648,1.122750751,4.542191996,6.028583188,-8.642374997,2.901472784,6.651139491,-2.120269963,-2.448473125,-4.191419333,9.317060077,-6.69479981,10.85582998,-0.825042009,-4.086887878,-9.155539227,3.237937861,-3.800080115,-0.442869495,-5.150766957,4.118685233,-3.25918894,5.742738377,10.67199092,-4.737797497,-1.55143067,6.859272036,-9.09698745,-11.69252893,0.239921949,1.848037292,4.887458325,2.876150244,1.304907858,8.740362824,7
-5.927692079,-5.547305615,-6.108927484,-3.730241565,-6.066379982,0.117011689,6.118457391,-4.138837211,6.719253141,-5.014692135,-11.29891447,-11.77910421,7.513605664,3.316876514,-8.171894877,9.297406141,-8.823978987,0.216122754,3.529074154,-5.725586741,3.22113137,-13.13174503,5.970689317,1.264164514,-4.41953194,-6.816821191,4.139218294,4.333652478,-6.163521534,-3.144750392,8.583162081,6.750972213,2.671313287,0.357504683,11.70898695,1.643865391,-5.688916842,2.938608708,-6.721685817,-6.52180683,-6.324324785,-2.423685281,11.49071158,8.951437914,-7.573071626,-11.1611985,-5.557783781,-3.026631898,7.571501448,12.37717907,16
-10.43734397,4.078140075,-11.76111568,-3.583005495,6.391725529,6.338699547,8.478893998,-4.798333578,6.131158108,-11.00507241,-6.530018586,-3.537988643,-4.310710929,-1.341610927,5.300431166,7.857902421,1.033877318,-5.053389469,-10.00098259,-9.002643354,6.258452893,3.774706948,6.308759531,-1.495583325,-3.609911419,7.84109464,-5.236418798,-4.395246399,4.551255221,-11.30539392,-1.989981412,-4.517647696,-3.830835055,6.146608772,-0.887374282,4.250220375,-5.04636726,12.72672847,-4.311105627,-3.862410202,-7.009035857,-5.139204371,0.840449423,-7.248681063,3.493541632,-11.62331217,6.234653303,11.23615322,0.239159682,9.8979246,12
-2.059400222,-0.914905305,-2.651563634,3.910800871,1.919859666,-1.522735909,11.37972819,-2.539412091,6.633888447,5.899564445,1.809233278,-7.012218282,-5.0588924,6.708490394,-0.987223014,-1.553745678,11.17409057,-5.560999716,-6.615575112,-0.226635763,3.386617464,1.412287865,0.592043323,-10.59591339,1.178251006,12.35182134,-9.772759778,3.777600581,4.575082664,9.160451435,-5.210962646,1.744473863,-2.721609591,-3.930157218,1.013145023,9.610676992,2.042714466,6.059169814,11.99364012,4.408650882,-9.557561978,0.347052486,-0.141927481,6.61716854,-1.839406842,2.677210218,3.8423453,5.625156309,7.537652001,0.825761333,19
8.474728933,-7.820562673,-1.387165558,5.411768345,-4.116499169,4.139784722,6.254875034,7.067723917,13.51111046,3.336510354,-8.130369916,7.971560046,-0.525351299,2.940181715,0.031079345,6.737275164,7.885028758,7.270112488,-4.479471162,7.741059057,-8.77307542,5.729531569,1.92593272,-2.717282412,-2.358515939,6.830292549,0.610370671,1.669404066,-9.122630845,8.921050204,-10.49796691,1.860341571,3.024872933,-10.64737138,-3.175418804,-10.09976257,7.938300597,7.289048717,-8.216312501,-4.387577647,-0.260645371,-8.330517805,2.649753228,10.08076616,-7.703048939,6.176838649,4.908936681,-1.653875831,0.447829937,-5.549200493,8
6.324838102,-8.924084251,8.568687233,5.265655058,8.033976555,7.239232176,-2.366204915,-0.353662664,0.401496766,7.367357351,0.333716005,2.559344658,-5.951294548,-9.08733962,7.50380117,0.557210372,7.814974274,-4.635000034,7.634910699,-2.117701753,-3.708403211,-0.799126979,-1.672451842,12.07462779,0.275129253,-11.12805582,-3.57544055,-5.557845712,2.797610777,6.946160796,0.221074918,-0.916301681,3.707056342,-1.857033538,-14.97007665,0.29545029,-2.370098548,6.401000745,10.41904419,4.74927721,-4.167672427,-8.092733658,-11.31442222,-6.542073059,11.13413569,-4.134181044,6.592951024,-4.882364855,-4.631591949,0.958493959,0
8.512823506,13.9873269,8.838376866,-6.183694078,-6.267993846,-9.06926412,-7.942096367,4.731085538,-8.868274685,5.495092849,6.9826115,-4.673564071,7.495818205,0.390061151,-8.03597303,1.61029674,4.301575687,-8.600751629,4.421703823,-8.967729833,-4.162119356,1.583249416,-0.125141423,-9.476487991,1.499462248,2.003576401,-0.40046059,-6.855069755,-7.574767728,6.585706024,5.634123223,-1.703236026,-0.226702903,-7.06400082,5.064041813,-7.017434641,6.169330662,-0.485911514,5.632969268,11.08867886,-3.013773134,-4.523596073,-0.624393126,11.24837955,5.364834245,7.43700042,1.441232969,-0.817090215,4.169576579,-6.37295375,5
12.51969592,-3.746139187,-4.006256078,1.895826508,9.012763039,-8.955563499,-2.291405256,-1.612999677,3.119390081,2.540623913,-1.096594338,13.08635555,-9.121132105,-7.966220937,0.425849715,6.873987028,6.239176106,-4.889828681,-1.681276802,-7.259002844,4.77177844,-8.825606502,-7.86255795,-0.467176227,-3.768686615,-2.16009079,-5.3107698,-2.226859764,-4.186752507,-3.98633503,5.768945295,-3.404251161,2.392019427,0.370142189,3.103075602,0.309513917,9.732948128,-4.083558302,3.673182537,4.12686203,4.734349163,0.378070367,6.006103634,-10.9355617,-8.543345444,-4.87426085,4.433397098,-3.293490141,-5.359659885,-6.822813164,15
11.06499693,-4.881749988,-6.007080031,-0.711917288,5.376495275,-3.855554618,-4.865670397,-1.257728238,1.131256716,2.311811229,1.321705257,9.551455673,-3.230999905,-13.22422638,-1.127879524,5.500223946,5.20745391,-10.89349702,1.441113057,-8.069868854,0.666718083,-5.830414651,-7.192595157,-3.626392327,-8.737288923,-1.825300999,-7.555537999,-3.917977376,0.906864558,-0.735161914,9.934814146,-2.431142293,2.528972438,-0.926283005,8.335874209,-5.049987621,13.01980131,-2.20137194,2.633358202,5.938401604,7.099614588,-3.006590611,8.985898797,-11.00015389,-12.4244958,-4.589428664,-1.466552426,-6.536970665,-3.533450459,-7.528920233,15
7.869321773,-3.44808635,-5.11949871,1.632578073,11.25497008,-7.622862388,-7.952710427,-3.16511949,0.317421078,-0.531371266,-1.642700949,9.861856772,-10.68598369,-6.534044946,-0.156066445,4.529858262,3.91861059,-10.71214662,-0.606677052,-2.457484043,2.326899354,-6.660995472,-10.84334458,2.218870941,-6.18554632,-6.137801311,-8.965752659,-2.477851668,-5.487163871,-3.000222433,3.106721746,2.67465968,1.514219057,0.328777642,9.072565055,-0.476748343,7.611329973,-9.001763801,5.372600017,8.187054255,6.316349081,1.523318351,8.758168827,-5.581308833,-8.742748883,-2.286138429,2.027958198,-8.797297323,-7.030770698,-10.48432467,15
2.321571653,-5.662440434,10.52211846,-0.352303321,-10.65840744,-0.185594918,-9.169270922,1.120063109,7.022511036,0.949579882,-5.466189122,8.809765492,-5.977561515,0.416611379,-2.111193979,9.723384053,1.070902047,-0.564386001,6.076491178,-7.315398473,4.625188118,-0.69894655,2.214039824,-0.098999185,-3.393156366,8.291512992,-12.86146917,6.891212333,-3.660338696,-3.748437105,-12.43153737,7.306691096,0.629519577,1.205922453,-0.668366559,5.747247133,-4.068896223,9.318296268,7.565910761,-8.746399564,-7.605143638,11.68221541,-11.69551137,-6.514579165,-1.742123781,4.757487241,1.380548747,3.699436801,0.789129795,8.147456761,7
-3.529455917,-5.226725588,4.475576127,10.49151572,-6.221906367,3.899127777,-9.442777057,-4.263148571,3.936335182,-5.093438722,9.303027571,1.867073225,5.692503788,6.815156909,3.282570123,-3.435329521,-10.54443352,0.637034738,-5.577279841,5.869358204,9.633561315,-2.946705408,5.088045392,-2.604846823,-2.712270749,-0.169221482,-0.98356817,14.18886925,-7.75702659,-10.20063349,5.559609227,0.463594054,-11.14468647,5.730710253,-5.637720891,6.466071218,-5.789848642,4.22757054,-11.02564392,-11.51655367,-3.458890357,7.576497787,8.432115444,3.017691126,-6.116145203,-5.585757124,3.940430914,6.313149693,9.965273681,3.711769474,10
5.267945987,-3.4213006,7.885479488,-0.484480581,-9.654153528,3.04010503,-8.001757545,-0.897397864,4.115512401,0.64506435,-3.632153223,5.684132825,-5.557710321,3.245691774,-0.724586458,7.682397432,0.568146893,-1.770254509,3.514788496,-6.986617661,2.324909921,4.425475218,1.775301596,1.017396102,-6.713776064,8.283819365,-13.17625293,12.48899995,-2.754560748,-2.910878108,-7.652561756,1.962914024,-0.793246458,8.266181852,-3.205996534,8.943707043,-4.514829996,7.05086284,14.17065416,-6.235027601,-5.74488995,11.49023524,-4.496081405,-4.77248399,-5.519987347,2.691513105,2.241502664,-1.941040993,2.824335556,6.852601468,7
1.248112526,-1.565151947,-15.50894326,-1.341217932,4.635390145,0.039758594,-2.544651935,-4.282400546,-1.95366849,0.434448525,3.680342015,-5.778080824,-1.18617163,-9.001376518,-4.279644721,5.923519007,7.497071224,3.096909351,-5.432857858,-2.021227848,-3.134202239,11.16436852,-0.049170247,-4.82760888,-13.22118627,-1.812517255,-0.485611909,-7.739108301,5.692784358,4.93270063,10.56734631,5.563440259,-3.869681945,4.517958517,-9.062994057,-7.177112917,-1.452863688,-2.39168276,-2.295101629,-3.615961453,-9.751236682,6.155221378,9.137872852,6.773658189,-7.370384727,-3.623231417,-4.447839414,-0.206957255,-10.09403691,0.879470806,9
-2.103263119,-6.306503973,-0.673860126,9.663041993,0.472347571,2.6026229,8.391515881,-7.376271646,0.428814153,7.196069049,3.289141693,-8.485448807,-5.984761159,2.63382316,0.586823785,-1.952273998,2.314930703,-5.670784969,-5.379744654,-2.987087792,7.136411244,-5.558912178,-3.160791276,-11.72775692,2.379729096,5.22517048,-11.80573691,0.139609569,7.254728511,4.912032618,-5.404276647,7.923993968,-2.161312235,-1.462796089,4.309078183,7.494586535,-2.252787454,4.180164073,10.77408793,4.968298268,-6.134278616,-1.040461717,0.320358272,6.346569601,-1.905121643,5.180700064,1.019801955,2.947915711,7.577138475,7.540948946,19
0.637560929,3.387657625,8.073170216,2.982728297,-10.28863013,2.842994237,11.76725662,-1.444547285,0.61027002,-4.31824107,2.295653465,-3.71644667,6.107638678,-10.17315235,-0.409151323,3.346318456,-2.218145105,-4.131269782,-8.462597392,-0.495556755,-6.92483268,9.00387319,1.371918589,0.342855802,12.33946333,6.842608815,-6.424325839,3.462279914,-6.913778832,-3.023706856,9.600230007,3.219391848,0.605048411,12.57037565,9.042962954,-4.251904116,-10.31259501,7.682502604,-0.748499351,-9.974199754,5.350289169,0.167863804,9.077659415,-1.622888913,-14.45073844,-1.246721881,10.95819821,-5.374892809,-3.549044803,1.55217746,6
-4.042526117,-8.442123622,-3.338443311,9.462328528,2.785321742,1.296647297,9.241827765,-5.433648308,6.147774934,3.416008159,4.437606483,-10.93702962,0.767470556,1.338205081,0.96299251,1.332245523,4.849521977,-3.443174625,-5.927537916,-2.80677838,6.059610207,-4.745127908,-1.208512642,-8.412142993,3.009886226,3.577713507,-11.38377233,-2.173240503,9.117934541,11.63486337,-3.982312398,3.951269994,-3.71085883,0.278825193,1.422149761,8.971025135,-0.336405993,7.090592379,12.84104092,2.494948171,-6.753258488,2.272492894,3.113914013,9.419683991,1.502397418,5.664979951,2.176547071,2.325263226,6.338805945,4.158869437,19
-8.004839227,4.098985495,-0.719081497,6.811090728,-2.818446022,-3.944789114,-1.09479555,7.271468071,-3.977913017,8.828209914,9.441108418,7.73064441,-3.621444827,-9.734349646,6.948023256,-5.19456389,-2.751676403,-1.958225872,9.581236651,-4.011612545,-14.70993928,-2.696642455,-7.868560513,-6.497225675,-4.227914017,-0.244331779,-6.469496063,5.562228945,-9.760381066,1.234476377,1.607423785,0.256382179,-5.785291385,-1.730011584,3.939763275,4.422359139,-7.113998991,0.045884801,8.565192867,7.60629153,5.415410591,-6.320514877,-6.529780743,-10.97014478,8.1150302,8.376283185,0.198035775,6.633118225,9.450668751,-3.62928625,17
11.1250003,-8.996812822,-5.349481099,3.222963014,9.736923596,-7.538220789,-1.585783957,-0.716981078,5.123165447,4.107144862,-2.273341908,9.956873385,-10.11735677,-6.880129082,5.133971807,8.786236778,3.013604154,-12.39906127,-1.084816542,-4.991176859,-0.578203495,-9.240030425,-9.574177713,-1.37548177,-1.381202187,-5.464137176,-6.477895312,-3.556335952,0.700695532,-3.816982818,6.847169051,2.963591391,5.938115857,-3.897389581,4.585535732,-3.663857129,14.09794325,-5.289286877,9.122757169,9.080032345,-0.022994997,-1.518877721,12.75314802,-10.63541251,-4.346536559,-8.571645484,-4.424091892,-6.887270924,-7.185018563,-7.533609123,15
-4.277897056,-9.224391902,-1.336761492,-6.64003591,3.790060907,-4.612138,-7.4826379,-5.712882287,5.280298877,12.07836695,5.317745148,-3.0430489,-5.446636008,2.640168015,-4.920582582,6.590884378,-0.388163675,-13.42954757,-5.568321494,-10.20815449,3.965271785,-4.635265699,3.127699518,8.20826589,13.11468867,-3.183282813,-1.146371707,-1.551360238,1.676250471,7.964624187,-9.327549826,-1.575625129,-9.011267905,-1.412243599,6.501463357,-4.688939686,-6.199918442,-9.213303161,-2.661017573,-10.46337487,-7.16030938,-3.764522066,-0.339014055,3.736327836,-0.04290436,-1.955547603,8.893001823,-10.71667599,-0.022880093,0.442193158,4
-1.227035309,-5.185216954,4.917484299,5.247445828,-11.09825883,-1.275179768,-9.372263864,-1.781076418,4.388174099,0.108811918,8.606819431,2.138475805,7.08758798,4.789909823,6.77793541,-6.83045781,-11.00135152,-6.260050948,-3.43211464,3.983432565,11.10572331,-10.06903053,9.609676515,-4.492168255,-2.80823318,-5.508021176,-3.536827661,11.74906364,-7.004425915,-5.734355351,13.23328633,-2.994191612,-9.551591956,3.226595759,-2.690034147,9.141300478,-11.83428994,2.24305091,-3.591496511,-10.15950309,1.272965807,4.737020347,6.267496178,8.299754193,-10.25294597,-4.277671783,-2.429228462,10.23860167,7.498546111,5.922467616,10
